user,song,play_count
LjCT9GXbAJ15223W,BAA886F8513C448F843E5592774E6477,3
LjCT9GXbAJ15223W,12638A4BA5364F4A8058B7E1E7B86767,5
LjCT9GXbAJ15223W,F9C6BD73A94A47BA865903999C8874B4,5
LjCT9GXbAJ15223W,2AA4501A01284E41B30ABEFE537E1B59,1
LjCT9GXbAJ15223W,50AB42128788457782AE664E2EC68145,4
LjCT9GXbAJ15223W,2A50A7CA9D4242C2A60809253CF0986A,1
LjCT9GXbAJ15223W,45FC9ABB658C470981DAE334BFA4C928,4
LjCT9GXbAJ15223W,518263B0E0D349CEB6A5B36F7F6BA8A9,2
LjCT9GXbAJ15223W,D929B762E6BE4FE9819B9F11983BA451,0
LjCT9GXbAJ15223W,4974DBE61C3E46FAAD273A44771380C5,0
LjCT9GXbAJ15223W,8382AC495DAA4065BCB7AE437AA0B011,1
LjCT9GXbAJ15223W,734D41B43B5A47338F49F57E3B1C727D,1
LjCT9GXbAJ15223W,C05B189F9F304D63966FDB843C229473,2
LjCT9GXbAJ15223W,8ED7FAAE896B42F0A760AC9D37A20AE0,2
LjCT9GXbAJ15223W,0C5A52A0734B441F9202BC93AF393DA9,1
LjCT9GXbAJ15223W,32BDEA1D6DB6464D94F4EAB506AFD753,4
LjCT9GXbAJ15223W,7DF93EEE2BA146C691D600C9D3058734,4
LjCT9GXbAJ15223W,F16319E3F9D44188B8116D9C6AE6984D,2
LjCT9GXbAJ15223W,F4232BDDB2564896ACA9E23F29CB7F7F,2
LjCT9GXbAJ15223W,CD28B5D065104A10AB462D70CFA633B3,3
LjCT9GXbAJ15223W,5EADE7F2DB95422DA2404E58AA7DE359,1
LjCT9GXbAJ15223W,28DC1110D5144BD796FBA14DA8998AE2,0
LjCT9GXbAJ15223W,81E342ECAD5241DF9E7B7C4F0EE69DA1,1
LjCT9GXbAJ15223W,8F84B991FBE14A648A8D07E4D949C297,2
LjCT9GXbAJ15223W,DEE733A30384440EA7A13488F10EA2A8,6
LjCT9GXbAJ15223W,234159B3BF3C4DAD8D61C2D24A19A942,4
LjCT9GXbAJ15223W,3F89013A1AF740D08F6913DAD70D909E,1
LjCT9GXbAJ15223W,96850BE67748419382238155302EA6AF,5
LjCT9GXbAJ15223W,52E13DDB827B493ABF444CE7569BB9C2,0
LjCT9GXbAJ15223W,B11276EC226E43E4B6CEC3E4B04E7D90,3
ufN3KwgrzukeVXRJ,EDC893831A0C4AEBABF5352BD91E1CBB,2
ufN3KwgrzukeVXRJ,C249532CF72A4381B0FD5763A05C021C,2
ufN3KwgrzukeVXRJ,11974839DADA4753835BFF0C0F5B448B,2
ufN3KwgrzukeVXRJ,CD1644965F0841DFAF8707D9BD18025E,1
ufN3KwgrzukeVXRJ,E2F202D7EDA84FEDA2DCACBA38AACD6D,2
ufN3KwgrzukeVXRJ,80106FE2C71F4C0C82CC3A628285E89F,5
ufN3KwgrzukeVXRJ,79220939905F4B33ACEC76F15D9300D0,9
ufN3KwgrzukeVXRJ,33DF7BB33BBA4E95B2C5B261DAC22C1B,4
ufN3KwgrzukeVXRJ,C41F9B56FF5D4EB3ABED278C5A9BC2EF,1
ufN3KwgrzukeVXRJ,216F3FD830854B01856BBF755FB02E28,2
ufN3KwgrzukeVXRJ,68C65FB1904540EB83E77BE858EA46D4,2
ufN3KwgrzukeVXRJ,671637C9314F492FB1FE5F010F4A73F0,5
ufN3KwgrzukeVXRJ,AD3A3A9F617B44109E77136E11BDB5E0,4
ufN3KwgrzukeVXRJ,D31CB353706E42269ABF10D5F74F2A39,2
ufN3KwgrzukeVXRJ,FBA64BC6029C4EF4800295D452154686,5
ufN3KwgrzukeVXRJ,D7F084EA8B9A4AEDB868F3CA7346C916,4
ufN3KwgrzukeVXRJ,722AE49D9B7B45F68E73B582262CCF9C,2
ufN3KwgrzukeVXRJ,8A9CFC60202749CEAAD75265B33C60FA,3
ufN3KwgrzukeVXRJ,9FEACC8E68AC4D6F84297E4A474B2A22,5
ufN3KwgrzukeVXRJ,F9773406EF214E0FBC60B796FE77E79C,3
ufN3KwgrzukeVXRJ,F6B957160D7F4D1189E1D768CC399FC9,1
ufN3KwgrzukeVXRJ,E65D6C09A8904E7CB10CD9AECA9615A1,2
ufN3KwgrzukeVXRJ,12AA4F467AE449EA9855915AC5E74A3C,4
ufN3KwgrzukeVXRJ,182DC31BA0024664B3EF24BAD398EC56,4
ufN3KwgrzukeVXRJ,9F4F9A9C5B714E84B062B17504CF740D,4
ufN3KwgrzukeVXRJ,C67FE0F0095E42E5B87BA368B421643B,2
ufN3KwgrzukeVXRJ,6942C20441B548D3BF0E47AE5676E121,4
ufN3KwgrzukeVXRJ,CA00DD8DE23E469080DF3B04D7799945,3
ufN3KwgrzukeVXRJ,33732498F0544E548B02CEBEDD22619A,3
ufN3KwgrzukeVXRJ,626F5DE7ED61403A8409C51716D4DD6A,1
6fSBijeru8HO08jn,1DECBA449B64464F9EEC634F029A5B9B,5
6fSBijeru8HO08jn,9A0EB4671A0F4065981E2821498B8571,0
6fSBijeru8HO08jn,DEE733A30384440EA7A13488F10EA2A8,3
6fSBijeru8HO08jn,ABA79A6610D74FBAAC2FF8283B6B5AEE,6
6fSBijeru8HO08jn,02E0AC98E7C34A43A0962137F2EC5EF5,4
6fSBijeru8HO08jn,82A4F97EC03F402C9153C1A1ABF32844,3
6fSBijeru8HO08jn,8ED7FAAE896B42F0A760AC9D37A20AE0,2
6fSBijeru8HO08jn,2FD128B13A454119926B7AE6BF0F808D,1
6fSBijeru8HO08jn,D714960273334FC1885F3149969C23A2,3
6fSBijeru8HO08jn,CD1644965F0841DFAF8707D9BD18025E,3
6fSBijeru8HO08jn,DE334FB71BA1408A8336F95D0577FF95,2
6fSBijeru8HO08jn,E11DF0832CF842A881DD26E04733B10C,2
6fSBijeru8HO08jn,BCDAA4D833D044E7B8B402E57B461BA4,1
6fSBijeru8HO08jn,5C7A1415D54C4BDA8A3EB6DAB90B2AD3,4
6fSBijeru8HO08jn,0E6CBE411EDF45D2A56DA98B2878C7BC,1
6fSBijeru8HO08jn,C2BF1DFBB5664BC5A0CDA4E38F89FBB2,2
6fSBijeru8HO08jn,7C42FB9D7E0E4176B4A43D73A1219CAD,3
6fSBijeru8HO08jn,9CB1770F572E4988B837BE5EE30AB14A,1
6fSBijeru8HO08jn,1AFD2022111540B88B594371035CB8A2,2
6fSBijeru8HO08jn,DD791D0FCC774B829BE9EE8AA3E7C3A9,1
6fSBijeru8HO08jn,F5BC8F9C818C4D20A8CFA53DC3A1A5B3,4
6fSBijeru8HO08jn,24776E667D61438BACF24D169C353B0C,2
6fSBijeru8HO08jn,1D6C93D6FEF2493697ABF649CDEF6105,3
6fSBijeru8HO08jn,F16319E3F9D44188B8116D9C6AE6984D,1
6fSBijeru8HO08jn,73D1680E91E049C58FC7F60C52B70135,3
6fSBijeru8HO08jn,A5ECB17128E94716ABA724CC5087834D,0
6fSBijeru8HO08jn,20CE3A9F8C644424A7992F066E0F4ADB,4
6fSBijeru8HO08jn,33DF7BB33BBA4E95B2C5B261DAC22C1B,6
6fSBijeru8HO08jn,92111E09F7964FAB9B021C3397B452BE,1
yhElpY20vrZLJXBT,6A1D9995272E48E7AD02F72EC3F22C97,7
yhElpY20vrZLJXBT,501FDD28A6DE4750B253B09D65D8C138,1
yhElpY20vrZLJXBT,C9BBA2C66ADC4A2EA3EC5AEE25FC3BB6,1
yhElpY20vrZLJXBT,FC69BA8E381F4D718587015E97F875FA,3
yhElpY20vrZLJXBT,99606DA9300F46249408F34016957FC9,0
yhElpY20vrZLJXBT,6BA86F913E5D41ADB4AAB41822601A52,4
yhElpY20vrZLJXBT,A4FE78B001604494B8B713329BFB284F,3
yhElpY20vrZLJXBT,AE2DB168E69C490CA735220DD5D5EBB4,4
yhElpY20vrZLJXBT,111DC561B2DA4CB68E51A844DBD3F21A,2
yhElpY20vrZLJXBT,CAAABC70B8EF46888A5D9D0B8A408415,5
yhElpY20vrZLJXBT,351EF23F9A5D4E3CA684C3198B619AE9,2
yhElpY20vrZLJXBT,331E6D02650C41FD9235EB613F09BEED,2
yhElpY20vrZLJXBT,08DDF22853BF42079B6FCDC596804063,1
yhElpY20vrZLJXBT,2F30751D32674CA39590A8ED2390BDC1,2
yhElpY20vrZLJXBT,D33CF3886A0F41FBA622160D9E86F9A1,5
yhElpY20vrZLJXBT,4F1BE438F1F1428D89B27C9F0B8902D3,2
yhElpY20vrZLJXBT,32BDEA1D6DB6464D94F4EAB506AFD753,2
yhElpY20vrZLJXBT,D714960273334FC1885F3149969C23A2,0
yhElpY20vrZLJXBT,77F348478BFE4CCBA1E292266D916BB8,4
yhElpY20vrZLJXBT,DD0BDF4210C541908ECF709674D4226C,3
yhElpY20vrZLJXBT,0C52075AF1174FB389B46F4DD5E77F70,2
yhElpY20vrZLJXBT,051AD1BEF1664895AC520D440780EB14,1
yhElpY20vrZLJXBT,A8AF46B472C64E95A9B04E85BC1D28EC,2
yhElpY20vrZLJXBT,3F89013A1AF740D08F6913DAD70D909E,4
yhElpY20vrZLJXBT,79220939905F4B33ACEC76F15D9300D0,3
yhElpY20vrZLJXBT,3A7E0A11DD4A42AB88A0FBD0E869BB49,4
yhElpY20vrZLJXBT,3D94C0E9BCC743A291B1CBA8B6D68405,2
yhElpY20vrZLJXBT,64F0A5105DB0476D87A99878DEBCCD85,2
yhElpY20vrZLJXBT,EF6C9B19A11F44E1BD7D01A2EB04E099,4
yhElpY20vrZLJXBT,7CB421C396894A27A019CE6F342006A5,1
b8cANnM57XejdVHb,B18D35C7E6D647BCB95BB9B10C6F128A,0
b8cANnM57XejdVHb,794F86C828E9448CBF1ED53A0C8C8BEE,2
b8cANnM57XejdVHb,6BE7076F158F497CA383FF61AF12D94A,0
b8cANnM57XejdVHb,29A36620E0D14D7F92C9BE963559034A,4
b8cANnM57XejdVHb,8677CE33624B4710A1D3E3179371C9C4,3
b8cANnM57XejdVHb,CF6C0B8512CF49DBB4E00E4CD5F90D6E,1
b8cANnM57XejdVHb,2F30751D32674CA39590A8ED2390BDC1,5
b8cANnM57XejdVHb,0E246FE51DCC4BC4B4415B858AA011FA,3
b8cANnM57XejdVHb,DFB74512DC11444884352F82F08E3E7E,4
b8cANnM57XejdVHb,8E81832613B744E3BB802EB911EE1406,1
b8cANnM57XejdVHb,1AFD2022111540B88B594371035CB8A2,4
b8cANnM57XejdVHb,A6B41610FF104C16A6079025C88CDC9F,2
b8cANnM57XejdVHb,C05B189F9F304D63966FDB843C229473,0
b8cANnM57XejdVHb,250C9EA133294F71840FBD3CC1924D35,0
b8cANnM57XejdVHb,30CCEF8354E0451793A0E96D9CBBC5D5,2
b8cANnM57XejdVHb,51788D20CCA24F94BA66D1BB92D2A756,5
b8cANnM57XejdVHb,3782FA7D4AC94A2986DAE2A3AF95C7E8,6
b8cANnM57XejdVHb,BC4B42393D294107B472D7ECF8A7D29C,3
b8cANnM57XejdVHb,E50B80A2A23A439C9CF776AA72351506,2
b8cANnM57XejdVHb,CD1644965F0841DFAF8707D9BD18025E,3
b8cANnM57XejdVHb,3144AFD0E59B4F7E9CDDDBE5C412E8EA,1
b8cANnM57XejdVHb,C2EB482F70C6438099C500553CDE7EBB,2
b8cANnM57XejdVHb,78065DD75B6742F6A004819D61E2CBF8,1
b8cANnM57XejdVHb,A403725BB48F47C08803A98B5BAA14A9,4
b8cANnM57XejdVHb,2AA4501A01284E41B30ABEFE537E1B59,0
b8cANnM57XejdVHb,AF261DE0B01D4F60A18CE47FFC2EFF41,2
b8cANnM57XejdVHb,1DE216F0E3924443BFC639A8EA4C001C,3
b8cANnM57XejdVHb,B92B92152F1940F498744388DC3C1767,1
b8cANnM57XejdVHb,D6387B21475A46BEAF0B42813B22416E,9
b8cANnM57XejdVHb,025A50C747DE435EADA2E775855B8A74,2
Tx08SlmMqQRwRMUr,6DDAE57C71654121B52A14F069D5B3FA,3
Tx08SlmMqQRwRMUr,9CF479BCB9E04240AAAF37FED4D91E7D,3
Tx08SlmMqQRwRMUr,E040F2C9C7924E719D108E1B01811C2E,3
Tx08SlmMqQRwRMUr,64A94B8A29AB4AABA0673CD0E8ABEE59,4
Tx08SlmMqQRwRMUr,141C763816A34A9786974E0E23B1E100,3
Tx08SlmMqQRwRMUr,DFB74512DC11444884352F82F08E3E7E,3
Tx08SlmMqQRwRMUr,7CB421C396894A27A019CE6F342006A5,4
Tx08SlmMqQRwRMUr,68483F01226A46A29ACD6B712CE7BFA2,2
Tx08SlmMqQRwRMUr,51788D20CCA24F94BA66D1BB92D2A756,7
Tx08SlmMqQRwRMUr,319A7916AA264C428E4B1B3628312228,3
Tx08SlmMqQRwRMUr,1B28CB311B394C1F959CEB49B3C07958,2
Tx08SlmMqQRwRMUr,2689ECE55CC145DD96840AAFF304373C,2
Tx08SlmMqQRwRMUr,92111E09F7964FAB9B021C3397B452BE,3
Tx08SlmMqQRwRMUr,47387B2FEEC04913B6A778FF703AD370,5
Tx08SlmMqQRwRMUr,69071DD9095B47AF945798847DCC9C24,3
Tx08SlmMqQRwRMUr,603347A5BF5C442FBF9C8C186EBAA3B2,1
Tx08SlmMqQRwRMUr,3B595D30656E4816807B1F49D1FFAA07,1
Tx08SlmMqQRwRMUr,4974DBE61C3E46FAAD273A44771380C5,2
Tx08SlmMqQRwRMUr,FF28B853983E4A20A94B5C60354FCBAD,5
Tx08SlmMqQRwRMUr,C3607E0506E44A32842E94487D9A5FBC,1
